,date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
245101,2017-04-10,2,3,174,True,Not Recommended,My review is complete honest.So this game &gt Gameplay is fine there is nothing really wrong of course it needs some tweaks depending on what but gameplay overall is fine. &gt Graphics game looks ok it isnt much of a big deal... its like a downgrade from arma 3. &gt Optimization IT SUCKS REALLY FUUUUUKING BAD. For some users (including me) sometimes or maye most of the time when you spawn your textures (houses especially) wont load and ive tried a couple of fixes and nothing will help. &gt Community heard some ppl crying about hackers well i dont know.. didnt really find any since i started playing or i didnt saw anything suspicious all tho.. its a game hackers will always exist in the end. &gt OPINION SHOULD YOU BUY THIS GAME? Well id say yes and no... MOSTLY NO! the game is good but the optimization s*its on everything if u are ready to go on fps drops missing textures and all that s*hit then buy it if not wait till further patches.My review will change in the future if the game improves but for now i wil go with a freakin NO NO! p.s 8gb ram gtx 1070 i5 3470 3 2Ghz cant say my rig is good but neither bad for a piece of .... like this.,PLAYERUNKNOWN'S BATTLEGROUNDS
150659,2016-08-28,1,3,133,False,Not Recommended,No Rockstar I'm not going to spend real money on fake money so I can buy a fake car that people are just going to continue to blow up every time I leave my garage,Grand Theft Auto V
242223,2017-08-13,2,2,408,True,Recommended,"Holy moly Carl.....I spawned in and parachuted atleast 8 000 feet off the ground. Like my mother would not approve. Listen I murdered several individuals and the cops are probably looking for me right now. So lets make this sweet and short. I got off on this game very quickly and it definitely was worth the $30.00 that i could've spent at Spencer's on their ""Super Galatic Space 5 000"". I rate 8/8 mate don't hate this isn't bait. P.s. I was not sponsored for this review. #TRUMP2020",PLAYERUNKNOWN'S BATTLEGROUNDS
135810,2019-02-06,2,2,0,False,Not Recommended,Want to play this game offline and single player? Too bad. You must sign up for a Rockstar Social Club account to play this game.,Grand Theft Auto V
245837,2017-12-22,2,3,266,False,Not Recommended,Game has been taken by hackers. Completely unplayable.,PLAYERUNKNOWN'S BATTLEGROUNDS
265132,2018-02-07,1,2,106,False,Not Recommended,Spend BP for crateGet locked crateThanks PUBG!,PLAYERUNKNOWN'S BATTLEGROUNDS
121047,2017-06-21,1,2,81,False,Not Recommended,Mod killers. Go play Saints Row.,Grand Theft Auto V
252026,2017-08-10,3,6,477,True,Not Recommended,Promised no microtransactions in early access added microtransactions in early access.,PLAYERUNKNOWN'S BATTLEGROUNDS
246335,2017-04-09,7,129,254,True,Not Recommended,Good arcadey streamlined battle royale type game but cannot recommend until the sluggish performance issues are fixed. Expect sub 60 and even sub 30 framedrops in cities and engagements.,PLAYERUNKNOWN'S BATTLEGROUNDS
55436,2017-05-16,5,3,3356,False,Not Recommended,it sucks,Rocket League®
245252,2017-07-26,1,3,164,True,Not Recommended,The game is great although its a pitty they added microtransactions,PLAYERUNKNOWN'S BATTLEGROUNDS
260664,2018-05-17,2,3,173,False,Not Recommended,This game has a really ing problem about hitbox of the character . You hit him like 3 times and he hits you 1 time and you're dead . This game still is in Early Access .,PLAYERUNKNOWN'S BATTLEGROUNDS
155216,2016-11-29,4,3,11,False,Recommended,i cant play,Grand Theft Auto V
42443,2017-06-22,769,12273,817,False,Recommended,My ImpressionEverybody probably knows this game by now.But there is way more to it than big balls and little cars and that's what makes it so interesting and worth playing for a long long time. TL DRBeing quick is an essential part of the game so let me give you a fast overview PositiveMediocreNegative+ Fun for beginner intermediate and pro but sometimes very frustrating + Loads of cool mechanics take a lot of time to learn + great car and item variety a lot has to be unboxed traded or bought + Great arena designs some may lag on older systems + Cool and fresh soundtracks some might not like environmental sounds Manual and Automatic Report/Ban features toxic community+ regular huge awesome and free updates The GuideI will put the main part of this review into a steam guide the foremost reason is that there is far too much I want to talk about.To justify making it a guide review I will put a lot of reference to it and go into more detail so I hope you can accept my decision and enjoy it regardless.http //steamcommunity.com/sharedfiles/filedetails/?id 947564753The VerdictThe game is designed to be pure fun for everybody and it achieves this goal with flying marks.A definite recommendation for just about anyone coming by trust me that you can have fun without investing a ton of time.Just mind that it's a big online game and like any other of the size it attracts trolls plain idiots and other sorts of human scum so do yourself a favor and disable voice and maybe text chat in the options and you are good to go. NoteIf you have read this far thank you.I hope this review helped you in deciding to buy this game and if it did I would be grateful for a 'thumbs up' if you didn't like it you can give me a 'thumbs down' but I would be glad to hear your opinion on what you didn't like.,Rocket League®
165256,2017-07-01,2,3,86,False,Recommended,gay,Grand Theft Auto V
120221,2018-06-09,1,2,245,False,Not Recommended,lost my car that i had for 3+ years nice gameerror 1000.50 can't sign in nice game,Grand Theft Auto V
292466,2017-09-13,2,2,207,True,Recommended,addeciting,PLAYERUNKNOWN'S BATTLEGROUNDS
165335,2015-04-14,1,2,68,False,Recommended,"Edit The problems appear to be already fixed for me on the first day Well that was fast.Singleplayer + Graphic could actually be better but still all over the place considering that the world is so big+ Realistic characters They are not ""normal"" persons for sure but it never feels like Rockstar is forcing the characters to develop their behaviour+ Very interesting stories which are very well integrated into the gameplay and the environment During the missions the player has to interact with the world a lot but i never feels much scripted like in other games also the gameplay has a lot of variety+ A smoothly and naturally acting world that takes place at the east coast of the USA+ Great humour Although the game can be quiet brutal or radical at some point ( see Trevors behaviour ) it actually made me laugh a lot of times and surprised me with creative ideas for missions etc.+ A lot of radio stations presenting nearly all kind of music directions+ A lot of things to do apart the missions Even just the tennis mini game is better than some other games out there + Revised wanted system The police and the whole system now work better although you could also argument that the car chases now take too long and that the police shoots too good but even then I still find the new system better than in older gtas+ New ""skills"" and such for your character Basically you can have some sort of ""bullet time"" for shooting but also for driving last thing makes driving so much easier for people like me who shoot better than they drive + More content such as cloths cars etc. than ever before+ Way friendlier placed save points+ A lot of settings to modify the controls etc. However I would like to have the older weapon circle system the new one seems to be not that optimal for pc",Grand Theft Auto V
242346,2017-07-19,2,2,994,False,Recommended,I Bloody love this game with all its qwerky glitches n bugs makes gameplay more enjoyable..even the part where your car doesnt even hit a bump but you still go flying into mid air doing like 2 summersalts. its great fun. &lt 3,PLAYERUNKNOWN'S BATTLEGROUNDS
121498,2017-03-06,1,6,13,False,Recommended,Best game I ever played what to say more? D,Grand Theft Auto V
55428,2017-02-04,1,3,99,False,Not Recommended,Buy a key to remove this negative review.,Rocket League®
171703,2017-05-28,4,3,121,False,Recommended,A cheater spawned inside my house he told me I am a then killed me 100+times and gave me a million.Best trade ever.,Grand Theft Auto V
216115,2017-11-16,1,2,750,False,Not Recommended,Don't buy this.,PLAYERUNKNOWN'S BATTLEGROUNDS
